rank,artist_names,track_name,streams,week_date,artist_type
1,Bruno Mars,Risk It All,899686,2026-04-30,International
2,"Justin Bieber, Nicki Minaj",Beauty And A Beat,862609,2026-04-30,International
3,Piche Kota,Bahagia Lagi,621306,2026-04-30,International
4,Nadhif Basalamah,kota ini tak sama tanpamu,525236,2026-04-30,International
5,Sal Priadi,Ada titik-titik di ujung doa,484944,2026-04-30,International
6,Adira Suhaimi,Sayang Orang Sama,479323,2026-04-30,Local
7,Ifan Seventeen,Jangan Paksa Rindu - Beda,465520,2026-04-30,International
8,Nadhif Basalamah,bergema sampai selamanya,453177,2026-04-30,International
9,Justin Bieber,That Should Be Me,443421,2026-04-30,International
10,Katy Perry,The One That Got Away,419291,2026-04-30,International
11,Nuca,"Masa ini, Nanti, dan Masa Indah Lainnya",418722,2026-04-30,International
12,Mojo,Romancinta,417706,2026-04-30,International
13,BTS,SWIM,397593,2026-04-30,International
14,Olivia Rodrigo,drop dead,393871,2026-04-30,International
15,"Sean Kingston, Justin Bieber",Eenie Meenie,388782,2026-04-30,International
16,"Justin Bieber, Ludacris",Baby,377155,2026-04-30,International
17,Justin Bieber,DAISIES,352858,2026-04-30,International
18,Idgitaf,Sedia Aku Sebelum Hujan,335512,2026-04-30,International
19,CORTIS,REDRED,332687,2026-04-30,International
20,sombr,back to friends,331035,2026-04-30,International
21,Justin Bieber,Favorite Girl,328444,2026-04-30,International
22,"Justin Bieber, Chance the Rapper",Confident,327906,2026-04-30,International
23,Justin Bieber,Love Yourself,327164,2026-04-30,International
24,Billie Eilish,WILDFLOWER,312988,2026-04-30,International
25,SIENNA SPIRO,Die On This Hill,311657,2026-04-30,International
26,"dia, INDAHKUS",MALU MALU,307188,2026-04-30,International
27,Justin Bieber,Ghost,299603,2026-04-30,International
28,Ravyn Lenae,Love Me Not,298661,2026-04-30,International
29,"Lady Gaga, Bruno Mars",Die With A Smile,296379,2026-04-30,International
30,Nadhif Basalamah,penjaga hati,295517,2026-04-30,International
31,Taylor Swift,The Fate of Ophelia,294180,2026-04-30,International
32,Justin Bieber,Sorry,289211,2026-04-30,International
33,"Tame Impala, JENNIE",Dracula - JENNIE Remix,288703,2026-04-30,International
34,Raim Laode,Iqro',288476,2026-04-30,International
35,Justin Bieber,One Less Lonely Girl,287483,2026-04-30,International
36,"Fourtwnty, Charita Utami",Mangu,287352,2026-04-30,International
37,Dominic Fike,Babydoll,284340,2026-04-30,International
38,"Dave, Tems",Raindance (feat. Tems),281905,2026-04-30,International
39,Billie Eilish,BIRDS OF A FEATHER,275877,2026-04-30,International
40,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),272304,2026-04-30,International
41,Alpha,P Ramlee Saloma,260175,2026-04-30,International
42,Djo,End of Beginning,259495,2026-04-30,International
43,Daniel Caesar,Who Knows,256996,2026-04-30,International
44,"PinkPantheress, Zara Larsson",Stateside + Zara Larsson,256676,2026-04-30,International
45,Hyper Act,Hanya Aku,253471,2026-04-30,Local
46,Hafiz Suip,Bahagiamu Deritaku,251229,2026-04-30,Local
47,The Script,The Man Who Can't Be Moved,246311,2026-04-30,International
48,Naykilla,SO ASU,244446,2026-04-30,International
49,Bruno Mars,Locked out of Heaven,241793,2026-04-30,International
50,Olivia Dean,So Easy (To Fall In Love),240852,2026-04-30,International
51,"Justin Bieber, Jaden",Never Say Never,238083,2026-04-30,International
52,Alyah,Sesal Separuh Nyawa,236352,2026-04-30,Local
53,"Nadhif Basalamah, Aziz Harun, Aisha Retno",kota ini tak sama tanpamu (with Aziz Harun & Aisha Retno),232708,2026-04-30,Local
54,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),224072,2026-04-30,International
55,Bruno Mars,It Will Rain,223061,2026-04-30,International
56,"DJ Snake, Justin Bieber",Let Me Love You,221948,2026-04-30,International
57,Aisha Retno,Jodoh Lebaran,215390,2026-04-30,Local
58,One Direction,Night Changes,212376,2026-04-30,International
59,Bruno Mars,Talking to the Moon,211213,2026-04-30,International
60,"Silet Open Up, Jacson Seran, Juan Reza, Diva Aurel",TABOLA BALE,210885,2026-04-30,International
61,Anggis Devaki,Dirimu Yang Dulu,210703,2026-04-30,International
62,Insomniacks,Pulang,208976,2026-04-30,Local
63,Rahmat,Siapa Di Hatimu,208792,2026-04-30,International
64,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",208227,2026-04-30,International
65,Justin Bieber,One Time,207059,2026-04-30,International
66,"Maroon 5, Wiz Khalifa",Payphone,203966,2026-04-30,International
67,Bruno Mars,When I Was Your Man,201570,2026-04-30,International
68,Bruno Mars,Just the Way You Are,200093,2026-04-30,International
69,Bruno Mars,That's What I Like,198033,2026-04-30,International
70,Ariana Grande,we can't be friends (wait for your love),197508,2026-04-30,International
71,JENNIE,like JENNIE,197236,2026-04-30,International
72,BTS,Body to Body,195865,2026-04-30,International
73,"Tenxi, Suisei, Jemsii",mejikuhibiniu,195814,2026-04-30,International
74,The Lantis,Bunga Maaf,194524,2026-04-30,International
75,BTS,2,192350,2026-04-30,International
76,Hearts2Hearts,RUDE!,189199,2026-04-30,International
77,D’MASIV,Cinta Ini Membunuhku,188301,2026-04-30,International
78,ALYPH,Ingat,188129,2026-04-30,Local
79,Gigi Perez,Sailor Song,187012,2026-04-30,International
80,Ara Johari,Menjaga Jodoh Orang Lain,186524,2026-04-30,Local
81,Malcolm Todd,Earrings,186051,2026-04-30,International
82,Insomniacks,Sempurna,184969,2026-04-30,Local
83,Raim Laode,Lesung Pipi,183240,2026-04-30,International
84,BTS,Hooligan,182445,2026-04-30,International
85,KATSEYE,Gabriela,181882,2026-04-30,International
86,Pamungkas,Monolog,179811,2026-04-30,International
87,Arctic Monkeys,I Wanna Be Yours,177428,2026-04-30,International
88,Mega,Sekuntum Bunga Sakura Di Gurun Sahara,175596,2026-04-30,International
89,Sufian Suhaimi,Di Matamu,174321,2026-04-30,Local
90,Raim Laode,Bersenja Gurau,174159,2026-04-30,International
91,Charlie Puth,Attention,173666,2026-04-30,International
92,Batas Senja,Nanti Kita Seperti Ini,172832,2026-04-30,International
93,Insomniacks,Reminisensi,172406,2026-04-30,Local
94,Shawn Mendes,Treat You Better,172378,2026-04-30,International
95,Sabrina Carpenter,Manchild,172107,2026-04-30,International
96,Hyper Act,Takkan Pergi,170289,2026-04-30,Local
97,Spring,Bourgenvilla,170058,2026-04-30,International
98,SAMSONS,Kenangan Terindah,169135,2026-04-30,International
99,Michael Jackson,Billie Jean,168894,2026-04-30,International
100,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,168448,2026-04-30,International
101,Lyodra,Pesan Terakhir,168316,2026-04-30,International
102,Nadin Amizah,Di Akhir Perang,168121,2026-04-30,International
103,Sofaz,Dan Bila Esok,166802,2026-04-30,Local
104,Nadin Amizah,Rayuan Perempuan Gila,166707,2026-04-30,International
105,Bruno Mars,Versace on the Floor,166034,2026-04-30,International
106,Budak Kacamata,Bintang,164810,2026-04-30,Local
107,Madison Beer,bittersweet,164623,2026-04-30,International
108,"Tenxi, Naykilla, Jemsii",Garam & Madu (Sakit Dadaku),163846,2026-04-30,International
109,Hindia,Rumah Ke Rumah,163381,2026-04-30,International
110,Hazama,Relakan Jiwa,163370,2026-04-30,Local
111,d4vd,Here With Me,162505,2026-04-30,International
112,Backstreet Boys,Shape of My Heart,160282,2026-04-30,International
113,Natasya Sabella,Menerima Luka,160029,2026-04-30,Local
114,Cakra Khan,Kekasih Bayangan,159970,2026-04-30,International
115,She & Him,I Thought I Saw Your Face Today,159961,2026-04-30,International
116,The Marías,No One Noticed,159315,2026-04-30,International
117,Andmesh,Anugerah Terindah,158832,2026-04-30,International
118,Luqman Faiz,Kepuraanmu,158581,2026-04-30,Local
119,"dia, Tenxi",SENCY,158275,2026-04-30,International
120,"The Weeknd, Daft Punk",Starboy,157391,2026-04-30,International
121,Drama Band,Biarkanlah,156047,2026-04-30,Local
122,Lana Del Rey,Cinnamon Girl,155418,2026-04-30,International
123,Hindia,everything u are,155097,2026-04-30,International
124,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),154864,2026-04-30,International
125,Sheila On 7,Dan...,154794,2026-04-30,International
126,Iklim,Bukan Ku Tak Sudi,154603,2026-04-30,Local
127,SZA,Nobody Gets Me,153238,2026-04-30,International
128,Mahalini,Bawa Dia Kembali,153223,2026-04-30,International
129,SZA,Snooze,152764,2026-04-30,International
130,Justin Bieber,What Do You Mean?,152297,2026-04-30,International
131,BTS,NORMAL,151967,2026-04-30,International
132,KATSEYE,PINKY UP,151170,2026-04-30,International
133,New West,Those Eyes,150971,2026-04-30,International
134,The Weeknd,Die For You,150201,2026-04-30,International
135,"Feby Putri, Fiersa Besari",Runtuh,149964,2026-04-30,International
136,The 1975,About You,149362,2026-04-30,International
137,The Goo Goo Dolls,Iris,148365,2026-04-30,International
138,"Zizan Razak, Kaka Azraff",Bawaku Pergi,148010,2026-04-30,Local
139,6ixth Sense,Tanpa,147814,2026-04-30,Local
140,Olivia Rodrigo,traitor,147798,2026-04-30,International
141,"Naykilla, Tenxi, Jemsii",Kasih Aba Aba,146461,2026-04-30,International
142,Fabio Asher,Rumah Singgah,145334,2026-04-30,International
143,"Akbar Chalay, Zynakal, ciloqciliq",Ngga Dulu,145325,2026-04-30,Local
144,Seventeen,Untuk Mencintaimu,144647,2026-04-30,International
145,"Suara Kayu, Feby Putri",Kembali Pulang,144440,2026-04-30,International
146,"B.o.B, Bruno Mars",Nothin' on You (feat. Bruno Mars),144212,2026-04-30,International
147,Exists,Alasanmu,144202,2026-04-30,Local
148,Ed Sheeran,Perfect,144109,2026-04-30,International
149,Noah,Separuh Aku,143868,2026-04-30,International
150,Bruno Mars,I Just Might,143850,2026-04-30,International
151,Taylor Swift,Opalite,143808,2026-04-30,International
152,Ariana Grande,One Last Time,143764,2026-04-30,International
153,"ROSÉ, Bruno Mars",APT.,143645,2026-04-30,International
154,Anuar Zain,Sedetik Lebih,143619,2026-04-30,Local
155,"Tenxi, Jemsii",Bintang 5,143414,2026-04-30,International
156,ROSÉ,number one girl,143411,2026-04-30,International
157,Judika,Aku Yang Tersakiti,143175,2026-04-30,International
158,For Revenge,Serana,143093,2026-04-30,International
159,Daniel Caesar,Always,142721,2026-04-30,International
160,Jin,Don’t Say You Love Me,142438,2026-04-30,International
161,Black,Sofea Jane,142271,2026-04-30,International
162,James Arthur,Car's Outside,141129,2026-04-30,International
163,"The Chainsmokers, Halsey",Closer,141040,2026-04-30,International
164,"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),140730,2026-04-30,International
165,Hyper Act,Harapan,140569,2026-04-30,Local
166,Batas Senja,Kita Usahakan Lagi,139991,2026-04-30,International
167,Taylor Swift,Blank Space,139577,2026-04-30,International
168,Noh Salleh,Rahsia Tuhan,139436,2026-04-30,Local
169,Naufal Syachreza,SUPER EKSIS,139230,2026-04-30,International
170,Budi Doremi,Tak Kan Hilang,139061,2026-04-30,International
171,Gracie Abrams,That’s So True,138862,2026-04-30,International
172,BTS,FYA,138819,2026-04-30,International
173,Ed Sheeran,Photograph,138641,2026-04-30,International
174,Anuar Zain,Andainya Takdir,138517,2026-04-30,Local
175,Sufian Suhaimi,Terakhir,138119,2026-04-30,Local
176,Cherpen,Pasti,137366,2026-04-30,Local
177,"Zynakal, Zamir Harith, Mojack Hafiz, Bel Janni",Dalam Diam,137324,2026-04-30,Local
178,Cigarettes After Sex,Cry,136884,2026-04-30,International
179,Kerispatih,Tapi Bukan Aku,136847,2026-04-30,International
180,IamNeeta,Sakit,136503,2026-04-30,Local
181,Joji,SLOW DANCING IN THE DARK,136037,2026-04-30,International
182,Dhruv,double take,136013,2026-04-30,International
183,Olivia Rodrigo,happier,135955,2026-04-30,International
184,"Ariana Grande, Justin Bieber",Stuck with U (with Justin Bieber),135613,2026-04-30,International
185,BTS,they don’t know ’bout us,135599,2026-04-30,International
186,Ezad Lazim,Demi Cinta,134939,2026-04-30,Local
187,Ruth B.,Dandelions,134827,2026-04-30,International
188,Spoon,Memori Sekuntum Rindu,134717,2026-04-30,International
189,"马也_Crabbit, Cole先生",海屿你,134704,2026-04-30,International
190,Henry Moodie,drunk text,134585,2026-04-30,International
191,Justin Timberlake,Mirrors,134565,2026-04-30,International
192,BTS,Like Animals,134236,2026-04-30,International
193,Lauv,I Like Me Better,133921,2026-04-30,International
194,Raim Laode,Komang,133833,2026-04-30,International
195,Afgan,Jodoh Pasti Bertemu,133514,2026-04-30,International
196,Exists,Dirantai Digelangi Rindu,133366,2026-04-30,Local
197,Rombongan Bodonk Koplo,Kasih Tau Mama (Malam Minggu),132832,2026-04-30,International
198,Joji,Glimpse of Us,132818,2026-04-30,International
199,Slam,Tak Mungkin Berpaling,132729,2026-04-30,Local
200,"Rombongan Bodonk Koplo, Ncum",Calon Mantu Idaman (feat. Ncum),132650,2026-04-30,International
1,"Justin Bieber, Nicki Minaj",Beauty And A Beat,999360,2026-04-23,
2,Bruno Mars,Risk It All,986405,2026-04-23,
3,Piche Kota,Bahagia Lagi,640447,2026-04-23,
4,"Sean Kingston, Justin Bieber",Eenie Meenie,574970,2026-04-23,
5,Nadhif Basalamah,kota ini tak sama tanpamu,568299,2026-04-23,
6,Justin Bieber,That Should Be Me,563567,2026-04-23,
7,"Justin Bieber, Ludacris",Baby,561269,2026-04-23,
8,Sal Priadi,Ada titik-titik di ujung doa,516399,2026-04-23,
9,Adira Suhaimi,Sayang Orang Sama,495054,2026-04-23,
10,Nadhif Basalamah,bergema sampai selamanya,461639,2026-04-23,
11,Justin Bieber,Love Yourself,456760,2026-04-23,
12,Mojo,Romancinta,454092,2026-04-23,
13,BTS,SWIM,442812,2026-04-23,
14,Justin Bieber,DAISIES,436370,2026-04-23,
15,Nuca,"Masa ini, Nanti, dan Masa Indah Lainnya",431776,2026-04-23,
16,"Justin Bieber, Chance the Rapper",Confident,413925,2026-04-23,
17,Katy Perry,The One That Got Away,412852,2026-04-23,
18,Justin Bieber,Favorite Girl,411028,2026-04-23,
19,Justin Bieber,Sorry,395713,2026-04-23,
20,Ifan Seventeen,Jangan Paksa Rindu - Beda,383408,2026-04-23,
21,Idgitaf,Sedia Aku Sebelum Hujan,379299,2026-04-23,
22,Justin Bieber,Ghost,377791,2026-04-23,
23,sombr,back to friends,368731,2026-04-23,
24,Olivia Rodrigo,drop dead,361941,2026-04-23,
25,Aisha Retno,Jodoh Lebaran,348005,2026-04-23,
26,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),340943,2026-04-23,
27,Billie Eilish,WILDFLOWER,320240,2026-04-23,
28,"Justin Bieber, Jaden",Never Say Never,317790,2026-04-23,
29,SIENNA SPIRO,Die On This Hill,313047,2026-04-23,
30,"Tame Impala, JENNIE",Dracula - JENNIE Remix,311043,2026-04-23,
31,"dia, INDAHKUS",MALU MALU,303487,2026-04-23,
32,Taylor Swift,The Fate of Ophelia,299137,2026-04-23,
33,Nadhif Basalamah,penjaga hati,291940,2026-04-23,
34,Hyper Act,Hanya Aku,291781,2026-04-23,
35,Dominic Fike,Babydoll,289979,2026-04-23,
36,Ravyn Lenae,Love Me Not,288952,2026-04-23,
37,"Lady Gaga, Bruno Mars",Die With A Smile,288290,2026-04-23,
38,"DJ Snake, Justin Bieber",Let Me Love You,286100,2026-04-23,
39,"Dave, Tems",Raindance (feat. Tems),286072,2026-04-23,
40,Billie Eilish,BIRDS OF A FEATHER,282207,2026-04-23,
41,Bruno Mars,It Will Rain,282126,2026-04-23,
42,Daniel Caesar,Who Knows,278780,2026-04-23,
43,"Fourtwnty, Charita Utami",Mangu,276421,2026-04-23,
44,Justin Bieber,One Time,273045,2026-04-23,
45,The Script,The Man Who Can't Be Moved,273032,2026-04-23,
46,"PinkPantheress, Zara Larsson",Stateside + Zara Larsson,272987,2026-04-23,
47,Djo,End of Beginning,269925,2026-04-23,
48,Bruno Mars,Locked out of Heaven,268852,2026-04-23,
49,Alpha,P Ramlee Saloma,265342,2026-04-23,
50,Olivia Dean,So Easy (To Fall In Love),260350,2026-04-23,
51,Naykilla,SO ASU,255931,2026-04-23,
52,Justin Bieber,One Less Lonely Girl,253314,2026-04-23,
53,Hafiz Suip,Bahagiamu Deritaku,247516,2026-04-23,
54,Bruno Mars,Just the Way You Are,244778,2026-04-23,
55,Alyah,Sesal Separuh Nyawa,244281,2026-04-23,
56,BTS,Body to Body,235328,2026-04-23,
57,Justin Bieber,What Do You Mean?,234932,2026-04-23,
58,Raim Laode,Lesung Pipi,232027,2026-04-23,
59,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),231629,2026-04-23,
60,BTS,2,229215,2026-04-23,
61,Bruno Mars,Talking to the Moon,228828,2026-04-23,
62,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",227199,2026-04-23,
63,"Nadhif Basalamah, Aziz Harun, Aisha Retno",kota ini tak sama tanpamu (with Aziz Harun & Aisha Retno),227046,2026-04-23,
64,Bruno Mars,That's What I Like,226582,2026-04-23,
65,Raim Laode,Iqro',225927,2026-04-23,
66,Bruno Mars,When I Was Your Man,224574,2026-04-23,
67,Raim Laode,Bersenja Gurau,223886,2026-04-23,
68,One Direction,Night Changes,223719,2026-04-23,
69,"Silet Open Up, Jacson Seran, Juan Reza, Diva Aurel",TABOLA BALE,221873,2026-04-23,
70,Hearts2Hearts,RUDE!,211517,2026-04-23,
71,BTS,Hooligan,211013,2026-04-23,
72,Insomniacks,Pulang,207897,2026-04-23,
73,"Maroon 5, Wiz Khalifa",Payphone,204735,2026-04-23,
74,Ariana Grande,we can't be friends (wait for your love),200352,2026-04-23,
75,Pamungkas,Monolog,199591,2026-04-23,
76,"Tenxi, Suisei, Jemsii",mejikuhibiniu,196530,2026-04-23,
77,Rahmat,Siapa Di Hatimu,194420,2026-04-23,
78,ALYPH,Ingat,191807,2026-04-23,
79,Justin Bieber,Company,190194,2026-04-23,
80,Sabrina Carpenter,Manchild,189966,2026-04-23,
81,Anggis Devaki,Dirimu Yang Dulu,186596,2026-04-23,
82,She & Him,I Thought I Saw Your Face Today,186210,2026-04-23,
83,Batas Senja,Nanti Kita Seperti Ini,185590,2026-04-23,
84,Gigi Perez,Sailor Song,184630,2026-04-23,
85,Arctic Monkeys,I Wanna Be Yours,183143,2026-04-23,
86,JENNIE,like JENNIE,183027,2026-04-23,
87,KATSEYE,Gabriela,182912,2026-04-23,
88,BTS,NORMAL,182756,2026-04-23,
89,Mega,Sekuntum Bunga Sakura Di Gurun Sahara,181268,2026-04-23,
90,Insomniacks,Reminisensi,180913,2026-04-23,
91,Charlie Puth,Attention,180652,2026-04-23,
92,Ara Johari,Menjaga Jodoh Orang Lain,180429,2026-04-23,
93,KATSEYE,PINKY UP,179342,2026-04-23,
94,Insomniacks,Sempurna,178981,2026-04-23,
95,Hindia,everything u are,178772,2026-04-23,
96,D’MASIV,Cinta Ini Membunuhku,178750,2026-04-23,
97,The Lantis,Bunga Maaf,178540,2026-04-23,
98,Madison Beer,bittersweet,176643,2026-04-23,
99,Jin,Don’t Say You Love Me,176410,2026-04-23,
100,Iklim,Bukan Ku Tak Sudi,176408,2026-04-23,
101,Nadin Amizah,Di Akhir Perang,174875,2026-04-23,
102,Lyodra,Pesan Terakhir,174369,2026-04-23,
103,Malcolm Todd,Earrings,172598,2026-04-23,
104,"dia, Tenxi",SENCY,172312,2026-04-23,
105,The Marías,No One Noticed,171844,2026-04-23,
106,Olivia Rodrigo,traitor,171452,2026-04-23,
107,Sufian Suhaimi,Di Matamu,171336,2026-04-23,
108,Hazama,Relakan Jiwa,171250,2026-04-23,
109,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,170700,2026-04-23,
110,"B.o.B, Bruno Mars",Nothin' on You (feat. Bruno Mars),170227,2026-04-23,
111,Bruno Mars,Versace on the Floor,170174,2026-04-23,
112,SAMSONS,Kenangan Terindah,170103,2026-04-23,
113,Luqman Faiz,Kepuraanmu,169978,2026-04-23,
114,Sheila On 7,Dan...,169112,2026-04-23,
115,Mahalini,Bawa Dia Kembali,167756,2026-04-23,
116,"Tenxi, Naykilla, Jemsii",Garam & Madu (Sakit Dadaku),167706,2026-04-23,
117,Raim Laode,Komang,166844,2026-04-23,
118,BTS,FYA,166687,2026-04-23,
119,Drama Band,Biarkanlah,165306,2026-04-23,
120,Hyper Act,Takkan Pergi,164742,2026-04-23,
121,"Naykilla, Tenxi, Jemsii",Kasih Aba Aba,164674,2026-04-23,
122,Hyper Act,Harapan,164287,2026-04-23,
123,Justin Bieber,YUKON,164046,2026-04-23,
124,Shawn Mendes,Treat You Better,163853,2026-04-23,
125,BTS,Like Animals,163770,2026-04-23,
126,Natasya Sabella,Menerima Luka,163417,2026-04-23,
127,"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),163093,2026-04-23,
128,d4vd,Here With Me,162641,2026-04-23,
129,Daniel Caesar,Always,162451,2026-04-23,
130,Andmesh,Anugerah Terindah,162342,2026-04-23,
131,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),162094,2026-04-23,
132,Hindia,Rumah Ke Rumah,161561,2026-04-23,
133,BTS,they don’t know ’bout us,161183,2026-04-23,
134,Lana Del Rey,Cinnamon Girl,160843,2026-04-23,
135,Backstreet Boys,Shape of My Heart,160701,2026-04-23,
136,SZA,Snooze,159196,2026-04-23,
137,Sofaz,Dan Bila Esok,158869,2026-04-23,
138,Budak Kacamata,Bintang,158372,2026-04-23,
139,"The Chainsmokers, Halsey",Closer,157138,2026-04-23,
140,The 1975,About You,157097,2026-04-23,
141,SZA,Nobody Gets Me,156541,2026-04-23,
142,BTS,Aliens,155220,2026-04-23,
143,"Feby Putri, Fiersa Besari",Runtuh,155079,2026-04-23,
144,"The Weeknd, Daft Punk",Starboy,154960,2026-04-23,
145,Naufal Syachreza,SUPER EKSIS,154634,2026-04-23,
146,"Akbar Chalay, Zynakal, ciloqciliq",Ngga Dulu,154403,2026-04-23,
147,"Suara Kayu, Feby Putri",Kembali Pulang,154310,2026-04-23,
148,Cakra Khan,Kekasih Bayangan,153992,2026-04-23,
149,Ed Sheeran,Perfect,153873,2026-04-23,
150,Bruno Mars,I Just Might,153712,2026-04-23,
151,Anuar Zain,Sedetik Lebih,151003,2026-04-23,
152,ROSÉ,number one girl,150902,2026-04-23,
153,Nadin Amizah,Rayuan Perempuan Gila,150718,2026-04-23,
154,Justin Bieber,Boyfriend,149946,2026-04-23,
155,Cigarettes After Sex,Cry,149324,2026-04-23,
156,Judika,Aku Yang Tersakiti,149131,2026-04-23,
157,"Justin Bieber, Daniel Caesar, GIVĒON",Peaches (feat. Daniel Caesar & Giveon),148615,2026-04-23,
158,For Revenge,Serana,148318,2026-04-23,
159,Harry Styles,Sign of the Times,148093,2026-04-23,
160,Exists,Alasanmu,147742,2026-04-23,
161,Noh Salleh,Rahsia Tuhan,147547,2026-04-23,
162,"Zizan Razak, Kaka Azraff",Bawaku Pergi,147504,2026-04-23,
163,Ed Sheeran,Photograph,146444,2026-04-23,
164,BTS,Merry Go Round,146417,2026-04-23,
165,Fabio Asher,Rumah Singgah,146032,2026-04-23,
166,"Jack Ü, Skrillex, Diplo, Justin Bieber",Where Are Ü Now (with Justin Bieber),146008,2026-04-23,
167,"Tenxi, Jemsii",Bintang 5,145824,2026-04-23,
168,The Weeknd,Die For You,145643,2026-04-23,
169,Taylor Swift,Opalite,145417,2026-04-23,
170,Joji,SLOW DANCING IN THE DARK,144867,2026-04-23,
171,"Rombongan Bodonk Koplo, Ncum",Calon Mantu Idaman (feat. Ncum),144095,2026-04-23,
172,Olivia Rodrigo,happier,143807,2026-04-23,
173,New West,Those Eyes,143265,2026-04-23,
174,Henry Moodie,drunk text,143074,2026-04-23,
175,Batas Senja,Kita Usahakan Lagi,142993,2026-04-23,
176,Olivia Rodrigo,deja vu,142860,2026-04-23,
177,Kerispatih,Tapi Bukan Aku,142823,2026-04-23,
178,6ixth Sense,Tanpa,141584,2026-04-23,
179,Ruth B.,Dandelions,141497,2026-04-23,
180,Spring,Bourgenvilla,141310,2026-04-23,
181,James Arthur,Car's Outside,140699,2026-04-23,
182,"ROSÉ, Bruno Mars",APT.,140454,2026-04-23,
183,Seventeen,Untuk Mencintaimu,140453,2026-04-23,
184,Sufian Suhaimi,Terakhir,140335,2026-04-23,
185,Cherpen,Pasti,139886,2026-04-23,
186,Malcolm Todd,Sweet Boy,139570,2026-04-23,
187,"Zynakal, Zamir Harith, Mojack Hafiz, Bel Janni",Dalam Diam,139370,2026-04-23,
188,BTS,Please,139341,2026-04-23,
189,"马也_Crabbit, Cole先生",海屿你,138494,2026-04-23,
190,Noah,Separuh Aku,138253,2026-04-23,
191,BTS,Into the Sun,138026,2026-04-23,
192,The Neighbourhood,Sweater Weather,137536,2026-04-23,
193,Black,Sofea Jane,136992,2026-04-23,
194,The Goo Goo Dolls,Iris,136863,2026-04-23,
195,Ariana Grande,One Last Time,136754,2026-04-23,
196,"Ariana Grande, Justin Bieber",Stuck with U (with Justin Bieber),136646,2026-04-23,
197,Coldplay,Yellow,136588,2026-04-23,
198,Aizat Amdan,Hanya Kau Yang Mampu,136554,2026-04-23,
199,Exists,Dirantai Digelangi Rindu,136454,2026-04-23,
200,Fieya Julia,Perasaanku,136014,2026-04-23,
1,Bruno Mars,Risk It All,1027640,2026-04-16,
2,Piche Kota,Bahagia Lagi,633526,2026-04-16,
3,Nadhif Basalamah,kota ini tak sama tanpamu,588762,2026-04-16,
4,BTS,SWIM,501800,2026-04-16,
5,"Justin Bieber, Nicki Minaj",Beauty And A Beat,496628,2026-04-16,
6,Adira Suhaimi,Sayang Orang Sama,496477,2026-04-16,
7,Aisha Retno,Jodoh Lebaran,492526,2026-04-16,
8,Sal Priadi,Ada titik-titik di ujung doa,474464,2026-04-16,
9,Nadhif Basalamah,bergema sampai selamanya,473959,2026-04-16,
10,Mojo,Romancinta,458428,2026-04-16,
11,Idgitaf,Sedia Aku Sebelum Hujan,417315,2026-04-16,
12,Nuca,"Masa ini, Nanti, dan Masa Indah Lainnya",396173,2026-04-16,
13,"Sean Kingston, Justin Bieber",Eenie Meenie,377861,2026-04-16,
14,Katy Perry,The One That Got Away,349858,2026-04-16,
15,sombr,back to friends,346829,2026-04-16,
16,SIENNA SPIRO,Die On This Hill,337525,2026-04-16,
17,"dia, INDAHKUS",MALU MALU,334919,2026-04-16,
18,"Justin Bieber, Ludacris",Baby,330073,2026-04-16,
19,Billie Eilish,WILDFLOWER,327584,2026-04-16,
20,"Dave, Tems",Raindance (feat. Tems),313057,2026-04-16,
21,Justin Bieber,That Should Be Me,306619,2026-04-16,
22,Taylor Swift,The Fate of Ophelia,297649,2026-04-16,
23,Olivia Dean,So Easy (To Fall In Love),297442,2026-04-16,
24,Daniel Caesar,Who Knows,296528,2026-04-16,
25,"Tame Impala, JENNIE",Dracula - JENNIE Remix,294856,2026-04-16,
26,Ifan Seventeen,Jangan Paksa Rindu - Beda,293706,2026-04-16,
27,Justin Bieber,Love Yourself,293700,2026-04-16,
28,"Lady Gaga, Bruno Mars",Die With A Smile,292020,2026-04-16,
29,Dominic Fike,Babydoll,291550,2026-04-16,
30,Nadhif Basalamah,penjaga hati,289159,2026-04-16,
31,"Justin Bieber, Chance the Rapper",Confident,289123,2026-04-16,
32,"PinkPantheress, Zara Larsson",Stateside + Zara Larsson,287369,2026-04-16,
33,Justin Bieber,Ghost,286723,2026-04-16,
34,BTS,Body to Body,286644,2026-04-16,
35,Billie Eilish,BIRDS OF A FEATHER,282433,2026-04-16,
36,Naykilla,SO ASU,278544,2026-04-16,
